都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ
東京都,品川区,船の科学館 別館展示場・屋外展示,博物館・屋外展示,,,,,,,"特徴・説明：本館休止後も公開していた別館と屋外の展示。2024年1月28日終了。
旧所在地：東京都品川区東八潮3-1
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2024年
消滅種別：展示終了
現在の状態：当該展示は終了。宗谷の展示とは区別。
資料URL：https://www.tokyo-odaiba.net/genre/%E8%88%B9%E3%81%AE%E7%A7%91%E5%AD%A6%E9%A4%A8/ | https://www.watch.impress.co.jp/docs/news/1564192.html | https://www.city.shinagawa.tokyo.jp/PC/shisetsu/shisetsu-bunka/shisetsu-bunka-bunka/shisetsu-bunka-bunka-sonota/hpg000000330.html
Googleマップ検索用名称：船の科学館 別館展示場・屋外展示 東京都品川区",,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E3%81%AE%E7%A7%91%E5%AD%A6%E9%A4%A8%20%E5%88%A5%E9%A4%A8%E5%B1%95%E7%A4%BA%E5%A0%B4%E3%83%BB%E5%B1%8B%E5%A4%96%E5%B1%95%E7%A4%BA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%93%81%E5%B7%9D%E5%8C%BA
東京都,品川区,原美術館（品川）,美術館,,,,,,,"特徴・説明：旧邸宅を使った現代美術館。2021年1月11日閉館。
旧所在地：東京都品川区北品川4-7-25
開業年：1979年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2021年
消滅種別：閉館・統合
現在の状態：品川館は閉館。群馬県の原美術館ARCに活動を統合。
資料URL：https://www.haramuseum.or.jp/jp/hara/ | https://www.haramuseum.or.jp/jp/hara/about/ | https://www.city.shinagawa.tokyo.jp/PC/shisetsu/shisetsu-bunka/shisetsu-bunka-bunka/shisetsu-bunka-bunka-sonota/hpg000000329.html
Googleマップ検索用名称：原美術館（品川） 東京都品川区",https://www.haramuseum.or.jp/jp/hara/,https://www.google.com/maps/search/?api=1&query=%E5%8E%9F%E7%BE%8E%E8%A1%93%E9%A4%A8%EF%BC%88%E5%93%81%E5%B7%9D%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%93%81%E5%B7%9D%E5%8C%BA
東京都,品川区,フローティングパビリオン羊蹄丸,保存船・博物館,,,,,,,"特徴・説明：元青函連絡船の内部に昭和30年代の青森を再現した青函ワールドがあった。
旧所在地：東京都品川区東八潮・船の科学館係留地
開業年：1996年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2011年
消滅種別：展示終了
現在の状態：お台場での保存展示は終了。消滅年は東京での展示終了年。
資料URL：https://www.totalmedia.co.jp/works/works1996_youteimaru.html | https://railf.jp/event/2011/07/12/111500.html | https://www.city.shinagawa.tokyo.jp/PC/shisetsu/shisetsu-bunka/shisetsu-bunka-bunka/shisetsu-bunka-bunka-sonota/hpg000000330.html
Googleマップ検索用名称：フローティングパビリオン羊蹄丸 東京都品川区",,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%83%AD%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E3%83%91%E3%83%93%E3%83%AA%E3%82%AA%E3%83%B3%E7%BE%8A%E8%B9%84%E4%B8%B8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%93%81%E5%B7%9D%E5%8C%BA
東京都,武蔵野市,弁天湯（吉祥寺）,銭湯,,,,,,,"特徴・説明：吉祥寺の銭湯。最初の告知は休業だが、市の資料では2021年12月廃業と記録。
旧所在地：東京都武蔵野市吉祥寺本町2-27-13
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2021年
消滅種別：閉店
現在の状態：廃業を市の資料で確認。
資料URL：https://www.city.musashino.lg.jp/_res/projects/default_project/_page_/001/008/181/7_m_fukushi.pdf | https://kichifan.com/2021/12/06/bentenyu_closed/
Googleマップ検索用名称：弁天湯（吉祥寺） 東京都武蔵野市",,https://www.google.com/maps/search/?api=1&query=%E5%BC%81%E5%A4%A9%E6%B9%AF%EF%BC%88%E5%90%89%E7%A5%A5%E5%AF%BA%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%AD%A6%E8%94%B5%E9%87%8E%E5%B8%82
東京都,文京区,後楽園球場,スポーツ施設,,,,,,,"特徴・説明：プロ野球専用球場として開場した東京の主要球場。
旧所在地：東京都文京区後楽1丁目（番地未確認）
開業年：1937年（竣工・移転等の扱いは特徴・説明参照）
消滅年：1987年
消滅種別：閉場・解体
現在の状態：老朽化により閉場・解体。
資料URL：https://search.showakan.go.jp/search/photo/detail.php?id=90372957 | https://ja.wikid.org/%E5%BE%8C%E6%A5%BD%E5%9C%92%E7%90%83%E5%A0%B4
Googleマップ検索用名称：後楽園球場 東京都文京区",,https://www.google.com/maps/search/?api=1&query=%E5%BE%8C%E6%A5%BD%E5%9C%92%E7%90%83%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA
東京都,文京区,おとめ湯,銭湯,,,,,,,"特徴・説明：中庭を持っていた宮造り銭湯。
旧所在地：東京都文京区千石3-31-12
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2013年
消滅種別：閉店
現在の状態：銭湯営業終了。
資料URL：https://sento-to-machi.org/otome-yu/ | https://www.1010.or.jp/mag-sentolover-kuryu/
Googleマップ検索用名称：おとめ湯 東京都文京区",,https://www.google.com/maps/search/?api=1&query=%E3%81%8A%E3%81%A8%E3%82%81%E6%B9%AF%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA
東京都,文京区,菊水湯,銭湯,,,,,,,"特徴・説明：菊坂の路地にあった宮造り銭湯。利用した東大生らによる記録活動が行われた。
旧所在地：東京都文京区本郷4-30-16
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2015年
消滅種別：閉店
現在の状態：銭湯営業終了。
資料URL：https://sento-to-machi.org/kikusui-yu/ | https://bunkyo.keizai.biz/headline/179/
Googleマップ検索用名称：菊水湯 東京都文京区",,https://www.google.com/maps/search/?api=1&query=%E8%8F%8A%E6%B0%B4%E6%B9%AF%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA
東京都,文京区,月の湯（目白台）,銭湯,,,,,,,"特徴・説明：東京最古級と紹介された木造銭湯。2015年5月末営業終了。
旧所在地：東京都文京区目白台3-15-7
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2015年
消滅種別：閉店
現在の状態：銭湯営業終了。
資料URL：https://sento-to-machi.org/tsukino-yu/ | https://jibunmedia.org/?p=1040
Googleマップ検索用名称：月の湯（目白台） 東京都文京区",,https://www.google.com/maps/search/?api=1&query=%E6%9C%88%E3%81%AE%E6%B9%AF%EF%BC%88%E7%9B%AE%E7%99%BD%E5%8F%B0%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA
東京都,文京区,鶴の湯（千駄木）,銭湯,,,,,,,"特徴・説明：千駄木の宮造り銭湯。同名の営業中施設と区別が必要。
旧所在地：東京都文京区千駄木5-32-2
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2014年
消滅種別：閉店
現在の状態：銭湯営業終了。
資料URL：https://sento-to-machi.org/tsuruno-yu/
Googleマップ検索用名称：鶴の湯（千駄木） 東京都文京区",,https://www.google.com/maps/search/?api=1&query=%E9%B6%B4%E3%81%AE%E6%B9%AF%EF%BC%88%E5%8D%83%E9%A7%84%E6%9C%A8%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA
東京都,豊島区,アドアーズサンシャイン店,ゲームセンター,,,,,,,"特徴・説明：池袋・サンシャイン60通りの老舗ゲームセンター。2026年1月18日営業終了。
旧所在地：東京都豊島区東池袋1-14-4
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2026年
消滅種別：閉店
現在の状態：公式店舗ページで閉店を確認。
資料URL：https://www.adores.jp/tenpo/sunshine.html | https://ikebukuro-times.com/archives/adores-sunshine-close.html
Googleマップ検索用名称：アドアーズサンシャイン店 東京都豊島区",https://www.adores.jp/tenpo/sunshine.html,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%89%E3%82%A2%E3%83%BC%E3%82%BA%E3%82%B5%E3%83%B3%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%B3%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B1%8A%E5%B3%B6%E5%8C%BA
東京都,豊島区,セガ池袋GiGO（1993年開業の旧店舗）,ゲームセンター,,,,,,,"特徴・説明：サンシャイン60階通りの大型店舗。2021年9月20日営業終了。
旧所在地：東京都豊島区東池袋1-21-1 TECH35ビル
開業年：1993年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2021年
消滅種別：閉店
現在の状態：当該旧店舗は営業終了。後年の同名・系列施設とは区別。
資料URL：https://ikebukuro.keizai.biz/headline/2761/ | https://game.watch.impress.co.jp/docs/news/1341698.html | https://www.famitsu.com/news/202108/02229032.html
Googleマップ検索用名称：セガ池袋GiGO（1993年開業の旧店舗） 東京都豊島区",,https://www.google.com/maps/search/?api=1&query=%E3%82%BB%E3%82%AC%E6%B1%A0%E8%A2%8BGiGO%EF%BC%881993%E5%B9%B4%E9%96%8B%E6%A5%AD%E3%81%AE%E6%97%A7%E5%BA%97%E8%88%97%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B1%8A%E5%B3%B6%E5%8C%BA
東京都,豊島区,ニコニコ本社（池袋P'PARCO）,ネット文化・交流施設,,,,,,,"特徴・説明：ニコニコのアンテナショップ、イベント・放送施設。本社オフィスではない。
旧所在地：東京都豊島区東池袋1-50-35 P'PARCO地下1・2階
開業年：2014年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2019年
消滅種別：閉館・機能移転
現在の状態：2019年7月末営業終了。原宿時代と池袋時代を区別。
資料URL：https://dwango.co.jp/news/1729906739868904040/ | https://www.itmedia.co.jp/news/article/1907/22/1190722094/ | https://iko-yo.net/facilities/84469
Googleマップ検索用名称：ニコニコ本社（池袋P'PARCO） 東京都豊島区",https://dwango.co.jp/news/1729906739868904040/,https://www.google.com/maps/search/?api=1&query=%E3%83%8B%E3%82%B3%E3%83%8B%E3%82%B3%E6%9C%AC%E7%A4%BE%EF%BC%88%E6%B1%A0%E8%A2%8BP'PARCO%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B1%8A%E5%B3%B6%E5%8C%BA
東京都,豊島区,J-WORLD TOKYO,屋内テーマパーク,,,,,,,"特徴・説明：ジャンプ作品のキャラクターを扱った屋内テーマパーク。2019年2月17日終了。
旧所在地：東京都豊島区東池袋・サンシャインシティ内
開業年：2013年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2019年
消滅種別：閉園
現在の状態：施設は閉園。
資料URL：https://prtimes.jp/main/html/rd/p/000000142.000033062.html | https://am.bandainamco-am.co.jp/documents/news/2018/12/20181203_14-P-087.pdf
Googleマップ検索用名称：J-WORLD TOKYO 東京都豊島区",https://am.bandainamco-am.co.jp/documents/news/2018/12/20181203_14-P-087.pdf,https://www.google.com/maps/search/?api=1&query=J-WORLD%20TOKYO%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B1%8A%E5%B3%B6%E5%8C%BA
東京都,豊島区,リブロ池袋本店,書店,,,,,,,"特徴・説明：西武百貨店内の大型書店。2015年7月20日営業終了。
旧所在地：東京都豊島区南池袋1丁目・西武百貨店内
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2015年
消滅種別：閉店
現在の状態：当該店舗は閉店。書店としての区画利用継続とは区別。
資料URL：https://www.itmedia.co.jp/news/article/1506/02/1150602092/ | https://ikebukuro.keizai.biz/headline/1217/
Googleマップ検索用名称：リブロ池袋本店 東京都豊島区",,https://www.google.com/maps/search/?api=1&query=%E3%83%AA%E3%83%96%E3%83%AD%E6%B1%A0%E8%A2%8B%E6%9C%AC%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B1%8A%E5%B3%B6%E5%8C%BA
東京都,豊島区,池袋三越,百貨店・商業施設,,,,,,,"特徴・説明：池袋東口の百貨店。2009年5月6日営業終了。
旧所在地：東京都豊島区池袋駅東口側（旧番地未確認）
開業年：1957年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2009年
消滅種別：閉店
現在の状態：当該百貨店は閉店。
資料URL：https://toshima.rlibrary.jp/archive/20090505_1425/pdf/20090505_1425.pdf | https://adeac.jp/viewitem/toshima-history/viewer/viewer/pressH210515_1/data/pressH210515_1.pdf
Googleマップ検索用名称：池袋三越 東京都豊島区",,https://www.google.com/maps/search/?api=1&query=%E6%B1%A0%E8%A2%8B%E4%B8%89%E8%B6%8A%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B1%8A%E5%B3%B6%E5%8C%BA
東京都,練馬区,としまえん,遊園地,,,,,,,"特徴・説明：石神井川沿いで約94年間営業した遊園地。2020年8月31日閉園。
旧所在地：東京都練馬区向山3-25-1
開業年：1926年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2020年
消滅種別：閉園
現在の状態：遊園地としての営業終了。跡地は公園整備等の対象。
資料URL：https://www.youtube.com/watch?v=1irqoXlhyVw | https://www.spt.metro.tokyo.lg.jp/tosei/hodohappyo/press/2020/10/29/11_10.html | https://workfriend.zenpuku.or.jp/wp-content/uploads/files/%E5%88%A9%E7%94%A8%E3%82%AC%E3%82%A4%E3%83%892020%28%E8%B1%8A%E7%94%B0%E7%89%88%EF%BC%89%20.pdf
Googleマップ検索用名称：としまえん 東京都練馬区",,https://www.google.com/maps/search/?api=1&query=%E3%81%A8%E3%81%97%E3%81%BE%E3%81%88%E3%82%93%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%B7%B4%E9%A6%AC%E5%8C%BA
神奈川県,横浜市戸塚区,横浜ドリームランド,遊園地,,,,,,,"特徴・説明：東京オリンピックの年に開園した郊外型の大型遊園地。
旧所在地：神奈川県横浜市戸塚区俣野町（旧番地未確認）
開業年：1964年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2002年
消滅種別：閉園
現在の状態：閉園。
資料URL：https://www.city.yokohama.lg.jp/totsuka/shokai/kinenjigyo/kinenshi.files/0002_20190404.pdf | https://dreamland.yokohama/test
Googleマップ検索用名称：横浜ドリームランド 神奈川県横浜市戸塚区",,https://www.google.com/maps/search/?api=1&query=%E6%A8%AA%E6%B5%9C%E3%83%89%E3%83%AA%E3%83%BC%E3%83%A0%E3%83%A9%E3%83%B3%E3%83%89%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E6%88%B8%E5%A1%9A%E5%8C%BA
神奈川県,三浦市,京急油壺マリンパーク,水族館,,,,,,,"特徴・説明：相模湾を望む位置に開かれた水族館。2021年9月30日営業終了。
旧所在地：神奈川県三浦市油壺（番地未確認）
開業年：1968年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2021年
消滅種別：閉館
現在の状態：実施設は閉館。後にVRでの記録公開が行われた。
資料URL：https://www.keikyu.co.jp/report/2021/post_272.html | https://www.keikyu.co.jp/company/news/2022/20220819HP_22074YM.html
Googleマップ検索用名称：京急油壺マリンパーク 神奈川県三浦市",https://www.keikyu.co.jp/report/2021/post_272.html,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E6%80%A5%E6%B2%B9%E5%A3%BA%E3%83%9E%E3%83%AA%E3%83%B3%E3%83%91%E3%83%BC%E3%82%AF%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E4%B8%89%E6%B5%A6%E5%B8%82
神奈川県,川崎市川崎区,ウェアハウス川崎店,ゲームセンター,,,,,,,"特徴・説明：九龍城を模した内装の大型アミューズメント施設。2019年11月17日閉店。
旧所在地：神奈川県川崎市川崎区日進町3-7
開業年：2005年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2019年
消滅種別：閉店
現在の状態：閉店。当時の館内体験は終了。
資料URL：https://toshoken.com/news/17071 | https://igcc.jp/mem-wh-kawasaki/
Googleマップ検索用名称：ウェアハウス川崎店 神奈川県川崎市川崎区",,https://www.google.com/maps/search/?api=1&query=%E3%82%A6%E3%82%A7%E3%82%A2%E3%83%8F%E3%82%A6%E3%82%B9%E5%B7%9D%E5%B4%8E%E5%BA%97%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E5%B7%9D%E5%B4%8E%E5%B8%82%E5%B7%9D%E5%B4%8E%E5%8C%BA
神奈川県,川崎市多摩区,向ヶ丘遊園,遊園地,,,,,,,"特徴・説明：多摩丘陵の自然を生かした花と緑の遊園地。2002年3月末閉園。
旧所在地：神奈川県川崎市多摩区生田緑地周辺（旧番地未確認）
開業年：1927年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2002年
消滅種別：閉園
現在の状態：遊園地営業終了。跡地再整備の対象。
資料URL：https://www.odakyu.jp/news/o5oaa1000001bdql-att/o5oaa1000001bdqs.pdf
Googleマップ検索用名称：向ヶ丘遊園 神奈川県川崎市多摩区",https://www.odakyu.jp/news/o5oaa1000001bdql-att/o5oaa1000001bdqs.pdf,https://www.google.com/maps/search/?api=1&query=%E5%90%91%E3%83%B6%E4%B8%98%E9%81%8A%E5%9C%92%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E5%B7%9D%E5%B4%8E%E5%B8%82%E5%A4%9A%E6%91%A9%E5%8C%BA
千葉県,習志野市,谷津遊園,遊園地,,,,,,,"特徴・説明：海辺の遊園地として親しまれた施設。
旧所在地：千葉県習志野市谷津・現在の谷津バラ園周辺
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：1982年
消滅種別：閉園
現在の状態：遊園地は閉園。バラ園は市管理の谷津バラ園として継承。
資料URL：https://www.city.narashino.lg.jp/citypromotion/shizen/walk/sansaku/h12/sansaku041.html | https://www.city.narashino.lg.jp/joho/keikaku/toshikankyo/narashino_city_2508.html
Googleマップ検索用名称：谷津遊園 千葉県習志野市",,https://www.google.com/maps/search/?api=1&query=%E8%B0%B7%E6%B4%A5%E9%81%8A%E5%9C%92%20%E5%8D%83%E8%91%89%E7%9C%8C%E7%BF%92%E5%BF%97%E9%87%8E%E5%B8%82
千葉県,船橋市,ららぽーとスキードームSSAWS（ザウス）,スキー場・屋内レジャー,,,,,,,"特徴・説明：大規模な屋内人工スキー場。営業終了は運営会社の資料で確認。
旧所在地：千葉県船橋市浜町2-3-1
開業年：1993年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2002年
消滅種別：閉館
現在の状態：閉館。
資料URL：https://www.mitsuifudosan.co.jp/corporate/news/2002/0301/download/0301_1.pdf | https://www.mitsuifudosan.co.jp/corporate/news/2002/0301/
Googleマップ検索用名称：ららぽーとスキードームSSAWS（ザウス） 千葉県船橋市",https://www.mitsuifudosan.co.jp/corporate/news/2002/0301/,https://www.google.com/maps/search/?api=1&query=%E3%82%89%E3%82%89%E3%81%BD%E3%83%BC%E3%81%A8%E3%82%B9%E3%82%AD%E3%83%BC%E3%83%89%E3%83%BC%E3%83%A0SSAWS%EF%BC%88%E3%82%B6%E3%82%A6%E3%82%B9%EF%BC%89%20%E5%8D%83%E8%91%89%E7%9C%8C%E8%88%B9%E6%A9%8B%E5%B8%82
千葉県,船橋市,船橋ヘルスセンター,温浴・総合レジャー施設,,,,,,,"特徴・説明：温浴を核に発展した大規模娯楽施設。1977年5月営業終了。
旧所在地：千葉県船橋市浜町（旧番地未確認）
開業年：1955年（竣工・移転等の扱いは特徴・説明参照）
消滅年：1977年
消滅種別：閉園
現在の状態：閉園。
資料URL：https://www.city.funabashi.lg.jp/shisetsu/bunka/0001/0005/0003/p053576.html | https://www.lib.city.funabashi.lg.jp/manage/contents/upload/659e5de2c91fc.pdf | https://ja.wikid.org/%E8%88%B9%E6%A9%8B%E3%83%98%E3%83%AB%E3%82%B9%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC
Googleマップ検索用名称：船橋ヘルスセンター 千葉県船橋市",,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E6%A9%8B%E3%83%98%E3%83%AB%E3%82%B9%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E5%8D%83%E8%91%89%E7%9C%8C%E8%88%B9%E6%A9%8B%E5%B8%82
埼玉県,川越市,丸広百貨店川越店 わんぱくランド,屋上遊園地,,,,,,,"特徴・説明：観覧車やモノレールを備えた百貨店屋上遊園地。2019年9月1日閉園。
旧所在地：埼玉県川越市丸広百貨店川越店屋上（番地未確認）
開業年：1968年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2019年
消滅種別：閉園
現在の状態：屋上遊園地は終了。百貨店本体の閉店ではない。
資料URL：https://bandainamco-am.co.jp/NEWS/others_facility/20190423_1500_15-C-003.html
Googleマップ検索用名称：丸広百貨店川越店 わんぱくランド 埼玉県川越市",https://bandainamco-am.co.jp/NEWS/others_facility/20190423_1500_15-C-003.html,https://www.google.com/maps/search/?api=1&query=%E4%B8%B8%E5%BA%83%E7%99%BE%E8%B2%A8%E5%BA%97%E5%B7%9D%E8%B6%8A%E5%BA%97%20%E3%82%8F%E3%82%93%E3%81%B1%E3%81%8F%E3%83%A9%E3%83%B3%E3%83%89%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E5%B7%9D%E8%B6%8A%E5%B8%82
